learning_time,midterm_grade,pass_fail
2.59459,47.17983,-1.00000
1.27364,40.09807,-1.00000
4.09847,46.96177,1.00000
5.15263,54.79961,1.00000
4.87833,47.98071,1.00000
6.10341,61.06643,1.00000
2.34089,54.23628,-1.00000
4.98116,73.05269,1.00000
5.35171,84.82336,1.00000
3.37797,70.82569,1.00000
3.79268,50.61383,1.00000
5.58562,32.59344,1.00000
8.37580,72.90248,-1.00000
1.41499,41.11693,-1.00000
3.93644,53.61269,1.00000
5.02808,67.20383,1.00000
2.67735,35.45020,-1.00000
2.89177,54.57179,1.00000
8.87038,30.32184,1.00000
4.63735,99.28024,1.00000
5.47068,40.08498,1.00000
5.21373,34.74194,1.00000
8.74625,76.18327,-1.00000
6.32657,66.25438,1.00000
8.82493,58.23070,1.00000
2.25012,69.28002,1.00000
6.02604,58.55590,1.00000
8.06893,37.18750,1.00000
3.89353,73.19475,1.00000
1.89069,74.09991,1.00000
2.25625,53.82547,-1.00000
7.62945,77.85757,-1.00000
1.44430,76.86985,1.00000
2.36085,97.03408,1.00000
7.16265,65.29068,1.00000
2.45302,88.00106,1.00000
1.74849,68.20833,1.00000
1.26685,72.94366,1.00000
1.18311,52.96187,-1.00000
1.42323,48.85079,-1.00000
5.53747,30.86200,1.00000
4.46700,65.62357,1.00000
4.81572,41.64421,1.00000
2.75206,31.68274,-1.00000
3.02499,54.44878,1.00000
4.98856,80.12830,1.00000
7.61185,69.72904,1.00000
1.33532,74.03934,1.00000
4.94185,65.76646,1.00000
2.37657,34.01323,-1.00000
8.47510,90.15754,-1.00000
1.75862,56.48201,-1.00000
1.65784,78.01925,1.00000
8.29627,87.93873,-1.00000
4.53820,89.56605,1.00000
1.98139,62.31822,1.00000
8.63043,99.76383,-1.00000
2.98015,45.17366,-1.00000
7.82171,67.88651,1.00000
2.85504,95.71160,1.00000
5.86239,43.79219,1.00000
4.09543,46.17280,1.00000
4.63568,36.38933,1.00000
2.12084,44.94464,-1.00000
6.71781,63.71413,1.00000
5.55042,91.94765,1.00000
4.87900,53.84884,1.00000
5.37876,54.32985,1.00000
5.83370,94.88908,1.00000
6.32791,67.14307,1.00000
5.96437,88.63194,1.00000
6.82995,88.31267,-1.00000
4.06413,39.00647,1.00000
5.65985,61.41749,1.00000
1.97189,91.67990,1.00000
1.79880,63.59557,1.00000
1.56482,39.51502,-1.00000
3.73458,59.61031,1.00000
5.06555,56.84193,1.00000
5.62662,83.58058,1.00000
2.08922,81.02726,1.00000
6.58733,41.26292,1.00000
8.30111,31.31722,1.00000
4.62382,90.69441,1.00000
2.08658,32.51574,-1.00000
4.36508,83.68708,1.00000
5.41776,76.48599,1.00000
3.26913,31.56191,-1.00000
2.30466,85.20059,1.00000
7.87859,40.58272,1.00000
4.61945,52.71677,1.00000
5.98196,63.81208,1.00000
7.12092,62.07160,1.00000
7.71249,46.18640,1.00000
8.12140,72.49852,-1.00000
1.09714,83.44845,1.00000
3.66756,96.88746,1.00000
4.60495,50.80393,1.00000
7.41136,86.39728,-1.00000
2.19527,72.31867,1.00000
5.29589,44.40357,1.00000
6.18641,90.58418,1.00000
8.44263,83.06111,-1.00000
8.25234,88.93614,-1.00000
2.90798,53.37131,1.00000
7.17990,36.26235,1.00000
3.75250,59.77651,1.00000
6.80153,99.73801,-1.00000
8.37294,85.61253,-1.00000
5.61350,54.91737,1.00000
8.08694,85.12119,-1.00000
3.91515,62.28797,1.00000
5.54483,98.37002,1.00000
6.35365,47.67795,1.00000
3.59950,30.64018,-1.00000
1.69966,47.46624,-1.00000
6.38845,68.62893,1.00000
8.28377,83.30972,-1.00000
8.96693,45.37419,1.00000
1.44401,92.91933,1.00000
7.59222,44.66118,1.00000
4.28693,61.74832,1.00000
7.40688,80.04375,-1.00000
1.74797,68.65985,1.00000
5.35009,45.89693,1.00000
7.88516,57.57366,1.00000
6.69283,84.14715,1.00000
2.13846,95.98059,1.00000
1.16808,96.57922,1.00000
5.03155,56.49645,1.00000
6.26378,62.54040,1.00000
3.96225,65.99125,1.00000
6.12754,69.83446,1.00000
6.65337,51.49484,1.00000
2.18447,40.30637,-1.00000
1.00371,98.50414,1.00000
6.38029,75.16697,1.00000
5.99703,55.41536,1.00000
4.85472,74.60894,1.00000
6.30020,62.16016,1.00000
3.72008,50.01244,1.00000
4.12903,79.03153,1.00000
6.80108,54.24402,1.00000
8.52443,96.54077,-1.00000
5.18803,32.84459,1.00000
5.62340,34.03895,1.00000
8.46334,97.80257,-1.00000
1.10605,63.18910,-1.00000
2.04247,96.85919,1.00000
6.37805,88.05761,1.00000
8.06737,55.34510,1.00000
8.01270,39.72051,1.00000
8.07514,58.33793,1.00000
2.32785,78.10893,1.00000
2.99807,37.44793,-1.00000
2.27296,59.03750,1.00000
2.58157,50.38254,-1.00000
6.06554,86.84626,1.00000
4.69049,41.43723,1.00000
5.26975,84.93382,1.00000
8.76560,37.89886,1.00000
8.87667,30.19981,1.00000
6.71337,64.50388,1.00000
8.51518,71.64942,-1.00000
5.91281,45.77148,1.00000
1.25987,48.28149,-1.00000
4.32692,66.16573,1.00000
2.98280,98.10775,1.00000
1.06906,40.90263,-1.00000
7.26327,37.63757,1.00000
1.00331,93.77192,1.00000
4.65007,67.76267,1.00000
5.34364,54.99602,1.00000
1.41311,82.76940,1.00000
3.95355,60.29542,1.00000
2.10530,97.48691,1.00000
5.73089,66.91713,1.00000
2.44893,68.88284,1.00000
8.68766,41.45296,1.00000
7.16121,34.24495,1.00000
6.48969,66.33056,1.00000
6.27137,88.63259,1.00000
8.17923,82.34232,-1.00000
6.82643,66.02567,1.00000
2.65096,34.33036,-1.00000
1.17096,96.64280,1.00000
6.50129,62.22939,1.00000
1.78880,64.43650,1.00000
8.72200,57.01121,1.00000
6.97306,64.70461,1.00000
4.28864,94.96482,1.00000
5.09958,54.87615,1.00000
5.16928,39.46532,1.00000
6.07079,64.77031,1.00000
2.88394,36.43181,-1.00000
4.57862,50.87648,1.00000
8.01796,60.26229,1.00000
4.51469,66.62322,1.00000
7.92138,44.17343,1.00000
7.41096,30.10975,1.00000
1.52503,90.77017,1.00000
3.65007,90.19727,1.00000
5.87355,99.46727,-1.00000
2.33191,91.65556,1.00000
7.57673,53.87924,1.00000
6.30070,83.95654,1.00000
5.58782,63.87923,1.00000
4.90406,78.40772,1.00000
3.19674,90.04095,1.00000
6.31778,50.77383,1.00000
1.01432,44.84786,-1.00000
8.43628,30.44770,1.00000
6.41935,67.52954,1.00000
4.77090,37.68067,1.00000
2.01534,65.11276,1.00000
7.99462,47.98172,1.00000
7.07472,75.29504,1.00000
1.78965,85.68633,1.00000
5.61349,55.30455,1.00000
4.01512,65.44173,1.00000
8.91539,63.06912,-1.00000
2.81355,74.27620,1.00000
2.41362,48.97462,-1.00000
2.32939,35.45923,-1.00000
4.68438,54.35480,1.00000
5.62819,95.62807,1.00000
7.93744,73.83870,-1.00000
8.30855,95.09168,-1.00000
7.50434,80.71404,-1.00000
3.88018,34.04184,-1.00000
6.80942,46.99060,1.00000
3.10467,57.51968,1.00000
7.21272,42.81834,1.00000
4.00053,48.90690,1.00000
5.86677,66.86775,1.00000
3.18234,66.80255,1.00000
3.63999,53.88073,1.00000
6.26082,94.27874,-1.00000
2.94732,97.86396,1.00000
5.35821,48.28556,1.00000
2.76911,53.19497,1.00000
8.93376,45.05024,1.00000
3.51867,97.46435,1.00000
7.79170,30.71319,1.00000
2.54672,86.03900,1.00000
7.12832,78.23287,1.00000
5.13891,44.64460,1.00000
1.03077,74.19990,1.00000
8.74337,32.38859,1.00000
7.24804,46.60864,1.00000
4.52791,80.04290,1.00000
2.84512,49.65961,1.00000
5.85719,87.22948,1.00000
6.65351,88.23156,-1.00000
3.51155,56.51305,1.00000
7.56525,69.82851,1.00000
3.65159,71.00847,1.00000
4.45404,71.51021,1.00000
7.04694,85.93266,-1.00000
1.76708,31.46456,-1.00000
2.33486,52.55054,-1.00000
3.09699,85.62353,1.00000
5.94259,85.14374,1.00000
8.82538,41.22608,1.00000
7.00497,88.27084,-1.00000
5.38332,83.60960,1.00000
3.15081,30.52802,-1.00000
6.54862,38.08775,1.00000
5.41695,36.90512,1.00000
1.54447,62.00566,-1.00000
7.01841,88.07474,-1.00000
5.31521,70.29873,1.00000
1.51620,66.51410,-1.00000
1.43357,99.32688,1.00000
2.94405,92.10439,1.00000
1.97723,71.27341,1.00000
3.14468,37.06210,-1.00000
3.23498,73.66256,1.00000
7.98841,87.22503,-1.00000
5.64827,56.65310,1.00000
4.11097,74.52125,1.00000
6.04842,40.86943,1.00000
7.06678,60.87618,1.00000
6.56807,36.49115,1.00000
1.38780,71.45871,1.00000
2.20461,33.79169,-1.00000
8.49529,68.36972,-1.00000
5.56921,67.18602,1.00000
4.66635,41.94323,1.00000
5.58149,59.18501,1.00000
4.17217,69.80465,1.00000
2.20277,75.01178,1.00000
8.01711,73.05323,-1.00000
3.46284,55.46852,1.00000
7.49883,74.70649,1.00000
3.24509,58.58926,1.00000
6.71461,55.35630,1.00000
1.87258,51.49652,-1.00000
8.09690,91.07023,-1.00000
3.70648,61.94106,1.00000
1.92440,50.45760,-1.00000
3.36423,89.41574,1.00000
3.24635,72.23523,1.00000
6.76286,82.52166,1.00000
1.14062,67.61104,-1.00000
3.39186,93.49921,1.00000
3.46633,93.52345,1.00000
3.68261,76.55162,1.00000
6.97509,82.57633,1.00000
6.98961,86.80941,-1.00000
7.78706,41.13428,1.00000
8.12037,43.76341,1.00000
8.26901,39.97358,1.00000
4.34443,70.89600,1.00000
5.67402,45.37205,1.00000
8.42993,41.96532,1.00000
4.61176,79.99759,1.00000
7.12905,51.39181,1.00000
8.10112,55.26693,1.00000
4.17042,81.32287,1.00000
6.28547,81.59202,1.00000
7.67693,32.24985,1.00000
4.85361,64.56756,1.00000
2.17255,54.59735,-1.00000
5.69671,98.76660,1.00000
8.56927,75.88629,-1.00000
8.41816,59.05753,1.00000
2.66466,92.45109,1.00000
8.12243,55.50616,1.00000
5.48372,97.45505,1.00000
7.66187,85.90507,-1.00000
2.34342,89.19157,1.00000
4.47186,36.48908,1.00000
6.61562,73.43671,1.00000
5.41045,93.87165,1.00000
8.29903,37.84383,1.00000
7.94988,91.86571,-1.00000
5.67496,68.38435,1.00000
4.81358,92.83528,1.00000
5.68867,65.85623,1.00000
6.95356,68.47657,1.00000
2.85101,30.74501,-1.00000
5.84371,86.54105,1.00000
1.60280,31.76791,-1.00000
5.90580,67.82759,1.00000
3.75888,30.72335,-1.00000
4.24571,55.98145,1.00000
6.49149,83.63054,1.00000
7.20276,33.56388,1.00000
7.43916,81.48092,-1.00000
1.23806,39.75723,-1.00000
3.16132,47.21940,1.00000
4.20436,72.75943,1.00000
4.73377,99.69662,1.00000
7.85877,92.39251,-1.00000
3.17662,89.57749,1.00000
3.67057,66.91198,1.00000
5.70418,45.29669,1.00000
4.21158,90.90821,1.00000
1.88775,86.91401,1.00000
4.26502,49.88100,1.00000
5.16570,55.91792,1.00000
5.22453,35.98960,1.00000
6.24863,49.00572,1.00000
1.31776,70.82184,1.00000
5.26021,42.80245,1.00000
1.39029,82.22384,1.00000
4.96868,99.95778,1.00000
7.87739,46.46894,1.00000
7.92377,92.65133,-1.00000
4.73813,82.22289,1.00000
3.70560,77.50068,1.00000
5.16952,94.25695,1.00000
7.68131,63.49986,1.00000
7.80940,69.75286,1.00000
5.87099,54.09305,1.00000
1.63422,46.58023,-1.00000
8.78047,68.63216,-1.00000
4.36075,54.06851,1.00000
5.37021,93.35623,1.00000
4.82840,53.70456,1.00000
5.59546,98.80236,1.00000
7.95722,59.19078,1.00000
8.84183,31.37651,1.00000
3.71415,91.77172,1.00000
2.57783,84.38778,1.00000
7.89081,82.34628,-1.00000
4.85888,71.72434,1.00000
8.88125,71.66983,-1.00000
7.19300,60.13382,1.00000
8.56135,86.62277,-1.00000
4.69061,81.77142,1.00000
3.26664,52.90337,1.00000
3.50926,65.18888,1.00000
8.71013,74.49713,-1.00000
8.57853,70.83978,-1.00000
7.59520,47.73157,1.00000
3.78143,48.74829,1.00000
1.40088,48.64373,-1.00000
5.68760,69.39800,1.00000
5.72721,75.41403,1.00000
3.62159,39.37171,-1.00000
5.74871,43.60291,1.00000
3.33261,85.32425,1.00000
7.35838,52.20402,1.00000
5.36211,41.07590,1.00000
2.12952,67.44318,1.00000
4.05422,54.46625,1.00000
6.72703,80.98818,1.00000
4.51411,61.30015,1.00000
6.25714,47.46424,1.00000
7.65237,85.21648,-1.00000
7.27435,73.16643,1.00000
1.12406,67.77872,-1.00000
8.95139,60.48510,-1.00000
1.30136,84.61558,1.00000
4.51359,46.59039,1.00000
2.48935,82.72304,1.00000
1.43208,37.20992,-1.00000
4.13551,92.46102,1.00000
6.78453,60.08458,1.00000
5.13293,81.38826,1.00000
7.09051,79.58804,1.00000
5.81185,62.77213,1.00000
3.01866,91.77481,1.00000
5.67517,72.10258,1.00000
6.94661,80.79716,1.00000
1.93636,78.34269,1.00000
7.83957,56.73755,1.00000
4.98829,92.73643,1.00000
7.36603,88.01623,-1.00000
8.16651,91.02109,-1.00000
3.42899,81.90219,1.00000
4.30556,73.38685,1.00000
2.01288,98.28457,1.00000
1.72028,70.51296,1.00000
2.00929,94.11752,1.00000
2.75784,77.06868,1.00000
2.17666,52.39739,-1.00000
6.84964,32.57850,1.00000
6.86930,67.99145,1.00000
1.73361,90.57134,1.00000
2.09162,74.84729,1.00000
3.38042,94.16408,1.00000
4.49519,95.49361,1.00000
7.02488,98.33883,-1.00000
4.76103,38.21250,1.00000
6.34871,66.74410,1.00000
5.80484,79.26019,1.00000
8.30897,63.11662,1.00000
8.63600,70.86101,-1.00000
7.46063,59.34107,1.00000
5.80724,98.68362,-1.00000
6.89939,30.21439,1.00000
1.10217,90.44628,1.00000
7.18046,78.17591,1.00000
8.57258,62.75733,-1.00000
2.88037,88.16821,1.00000
2.24116,92.44539,1.00000
8.60521,61.56267,-1.00000
6.94441,84.97769,-1.00000
4.53230,42.36673,1.00000
8.96939,68.99431,-1.00000
8.25312,77.81280,-1.00000
4.31694,36.25369,1.00000
6.70960,34.63538,1.00000
5.46929,86.58791,1.00000
8.16157,80.19614,-1.00000
6.21930,41.90368,1.00000
2.80211,57.86904,1.00000
6.57491,86.25417,1.00000
5.47027,62.80967,1.00000
8.19794,73.99566,-1.00000
8.21183,87.18060,-1.00000
6.25533,50.31910,1.00000
5.51513,67.86177,1.00000
7.61229,56.33975,1.00000
2.76093,60.07073,1.00000
8.49118,77.21353,-1.00000
8.91073,35.88650,1.00000
4.26603,30.52477,-1.00000
2.83917,99.64204,1.00000
6.53013,64.43944,1.00000
1.82914,52.85327,-1.00000
4.96809,49.33390,1.00000
1.71973,33.00425,-1.00000
3.56583,87.54676,1.00000
8.26037,33.80598,1.00000
5.23108,88.95849,1.00000
1.54346,70.84253,1.00000
6.30395,66.29900,1.00000
3.64801,68.13468,1.00000
1.60402,80.59584,1.00000
8.62001,75.56629,-1.00000
2.05264,62.98541,1.00000
7.93594,42.25380,1.00000
7.90781,76.95634,-1.00000
5.67407,58.60431,1.00000
6.18166,78.42871,1.00000
7.97443,73.63061,-1.00000
8.60006,96.33557,-1.00000
7.86857,87.89965,-1.00000
6.75232,33.31118,1.00000
3.43705,94.95709,1.00000
2.29298,78.17055,1.00000
5.14261,73.47621,1.00000
1.37712,45.19909,-1.00000
6.63181,39.84415,1.00000
6.30782,56.89215,1.00000
3.82883,65.37724,1.00000
1.99991,57.25914,-1.00000
3.72123,90.56340,1.00000
8.70475,34.55996,1.00000
5.43882,30.56124,1.00000
6.15020,63.90871,1.00000
1.27057,88.94645,1.00000
3.96148,79.80205,1.00000
7.74650,59.80388,1.00000
3.99104,96.81889,1.00000
3.66030,55.59887,1.00000
2.30205,45.00690,-1.00000
6.66184,99.37953,-1.00000
6.97296,57.72660,1.00000
4.51444,49.30232,1.00000
7.13430,33.08368,1.00000
6.82551,99.43770,-1.00000
5.62992,91.98809,1.00000
8.51101,90.22420,-1.00000
7.56921,51.60623,1.00000
3.35948,83.87266,1.00000
3.23706,92.52489,1.00000
4.72138,60.99657,1.00000
3.73669,94.24215,1.00000
2.78660,72.89728,1.00000
3.63574,53.81291,1.00000
4.78297,79.41633,1.00000
1.10848,57.45707,-1.00000
7.93639,55.74118,1.00000
3.65062,68.55422,1.00000
7.26972,81.66049,-1.00000
3.36256,70.06216,1.00000
2.85885,71.55683,1.00000
7.46121,35.39186,1.00000
1.27029,41.36717,-1.00000
1.47048,34.13059,-1.00000
4.37959,73.12366,1.00000
1.00403,48.37486,-1.00000
7.22201,32.12543,1.00000
2.88146,99.48794,1.00000
8.74909,47.83831,1.00000
5.02557,93.36576,1.00000
6.50316,59.98960,1.00000
7.86604,75.13629,-1.00000
4.97249,93.26729,1.00000
5.93932,78.03526,1.00000
7.26750,61.75287,1.00000
3.70434,78.07350,1.00000
1.61126,39.10775,-1.00000
7.13395,39.03703,1.00000
7.88663,66.02279,1.00000
8.83334,72.69114,-1.00000
4.73780,98.11686,1.00000
5.19899,67.45704,1.00000
7.73195,74.04445,-1.00000
6.57597,90.44587,-1.00000
6.97742,80.36895,1.00000
7.00437,99.09182,-1.00000
5.75655,66.85506,1.00000
5.06092,40.31731,1.00000
4.75294,40.79042,1.00000
4.47586,98.77051,1.00000
2.34525,77.57667,1.00000
5.54504,58.75543,1.00000
6.53271,32.38373,1.00000
2.69868,81.40663,1.00000
3.03751,61.17089,1.00000
2.18158,50.88374,-1.00000
1.02740,44.74939,-1.00000
2.32167,43.16473,-1.00000
5.81751,37.28985,1.00000
6.82789,98.73456,-1.00000
2.64139,75.95566,1.00000
2.37272,74.19218,1.00000
8.37791,65.89355,-1.00000
3.12149,69.57262,1.00000
8.54353,41.61232,1.00000
3.91022,76.77657,1.00000
1.61987,47.58687,-1.00000
2.17895,89.10397,1.00000
5.23496,84.76543,1.00000
4.37114,59.38693,1.00000
4.36381,63.22547,1.00000
6.89038,46.42698,1.00000
8.69098,44.99021,1.00000
4.91508,95.29655,1.00000
7.90196,63.70286,1.00000
3.62303,90.93703,1.00000
7.93118,76.89957,-1.00000
7.59667,37.27992,1.00000
8.93618,65.58465,-1.00000
8.15260,79.12373,-1.00000
3.99163,97.73877,1.00000
8.43540,68.65929,-1.00000
1.19227,32.14750,-1.00000
3.32696,56.52276,1.00000
7.16504,36.70198,1.00000
8.78846,33.60520,1.00000
8.96584,49.57479,1.00000
8.93836,30.72565,1.00000
7.66920,57.39132,1.00000
1.58268,37.52448,-1.00000
1.35311,32.26969,-1.00000
2.80515,46.71590,-1.00000
6.95561,64.73009,1.00000
3.82850,70.88194,1.00000
6.26649,32.69167,1.00000
3.63391,52.11483,1.00000
6.70741,67.23386,1.00000
4.55765,38.80272,1.00000
2.66788,34.00971,-1.00000
3.86505,39.57036,1.00000
8.88952,76.67320,-1.00000
6.00849,48.83682,1.00000
2.69491,70.72688,1.00000
7.15286,42.35666,1.00000
3.37312,37.37515,-1.00000
7.59604,41.55252,1.00000
8.33253,93.78709,-1.00000
2.10252,72.56498,1.00000
6.24927,36.75202,1.00000
5.18432,95.24964,1.00000
2.45392,40.98244,-1.00000
2.30073,39.47035,-1.00000
1.52118,69.76431,1.00000
6.22879,39.21369,1.00000
3.57850,66.01623,1.00000
8.79316,52.19769,1.00000
7.44426,53.74840,1.00000
1.71250,97.34385,1.00000
4.14037,72.14802,1.00000
6.05789,90.54372,1.00000
6.91562,36.56405,1.00000
7.24125,73.63864,1.00000
6.81567,57.03934,1.00000
2.63690,66.43735,1.00000
2.10487,31.53182,-1.00000
1.77923,88.34965,1.00000
3.86465,31.33208,-1.00000
8.70352,81.85528,-1.00000
5.13547,39.16127,1.00000
1.46158,34.45906,-1.00000
1.90683,72.24169,1.00000
6.60671,55.14071,1.00000
3.41479,31.58550,-1.00000
1.86968,69.65300,1.00000
6.12823,87.07910,1.00000
6.79092,70.07701,1.00000
1.02412,50.25896,-1.00000
5.36922,96.38247,1.00000
1.70792,70.74958,1.00000
5.16751,54.11257,1.00000
1.07374,75.43667,1.00000
1.21115,72.87622,1.00000
1.22824,48.97936,-1.00000
7.19512,58.52668,1.00000
6.55982,41.51687,1.00000
2.99075,51.11011,1.00000
3.92020,31.29458,-1.00000
8.52541,96.75085,-1.00000
1.55544,68.86287,1.00000
7.30527,81.30221,-1.00000
7.73110,30.77193,1.00000
5.54448,42.16234,1.00000
3.15225,87.64691,1.00000
4.37237,93.06800,1.00000
3.86327,49.90543,1.00000
2.09443,74.10842,1.00000
3.62617,33.07267,-1.00000
2.87464,34.23557,-1.00000
1.61169,33.00437,-1.00000
2.45311,84.11216,1.00000
5.23720,75.05647,1.00000
3.94879,96.59713,1.00000
5.82250,73.22205,1.00000
1.42885,87.75614,1.00000
8.78587,76.05262,-1.00000
4.41178,77.53614,1.00000
4.11000,59.13111,1.00000
1.28053,32.45951,-1.00000
2.00756,60.56652,1.00000
6.50884,73.86827,1.00000
1.12942,63.76629,-1.00000
4.76368,62.79905,1.00000
3.94081,61.07637,1.00000
6.55702,61.60858,1.00000
6.64878,38.41099,1.00000
1.58716,38.34714,-1.00000
1.12280,85.98587,1.00000
1.29543,86.82372,1.00000
1.83834,44.19036,-1.00000
1.66186,86.96913,1.00000
4.88624,45.74465,1.00000
6.07301,60.96649,1.00000
5.58339,56.92924,1.00000
5.84581,42.68141,1.00000
7.26366,97.02492,-1.00000
5.89549,45.12406,1.00000
6.89517,43.14229,1.00000
3.58123,87.49693,1.00000
2.07680,76.82347,1.00000
5.10667,44.92411,1.00000
1.27035,53.26205,-1.00000
7.81045,66.50441,1.00000
3.47051,64.17343,1.00000
3.46663,47.28621,1.00000
7.59182,71.34368,1.00000
6.18686,99.44020,-1.00000
2.86641,76.38185,1.00000
8.47734,88.22975,-1.00000
4.05437,78.19216,1.00000
1.64065,83.64022,1.00000
6.40886,69.15730,1.00000
3.85342,56.91003,1.00000
2.18775,42.69999,-1.00000
3.83759,65.74582,1.00000
5.46176,47.92317,1.00000
6.77235,56.43037,1.00000
8.76584,75.88397,-1.00000
7.97841,73.49863,-1.00000
2.25381,90.99738,1.00000
3.37015,82.70193,1.00000
3.75369,40.76683,1.00000
8.89733,54.68923,1.00000
5.19158,82.40698,1.00000
1.96240,57.07074,-1.00000
3.49664,46.21885,1.00000
5.26358,50.54714,1.00000
7.97047,36.60641,1.00000
5.70153,92.55800,1.00000
6.64363,45.83450,1.00000
1.55391,31.27925,-1.00000
4.43171,78.20354,1.00000
2.77782,41.91948,-1.00000
