learning_time,midterm_grade,pass_fail
7.32275,69.86351,1.00000
1.27088,44.92548,-1.00000
6.97683,62.13037,1.00000
4.87249,65.13177,-1.00000
3.56468,70.69667,-1.00000
5.52869,45.93281,-1.00000
3.65233,42.95129,-1.00000
5.65216,80.36228,1.00000
5.39768,35.46798,-1.00000
1.73416,36.69012,-1.00000
4.70986,41.50152,-1.00000
4.69757,65.77971,-1.00000
1.14608,59.06757,-1.00000
7.36727,88.95185,1.00000
2.91996,94.26108,1.00000
3.98962,46.30768,-1.00000
3.82095,78.77058,-1.00000
3.65885,43.87454,-1.00000
4.10622,66.30143,-1.00000
4.70073,35.99021,-1.00000
3.95888,85.30892,1.00000
2.73389,67.25043,-1.00000
1.80352,78.46067,-1.00000
5.28205,52.39086,-1.00000
4.29727,97.46145,1.00000
2.30807,48.51431,-1.00000
2.26071,57.99330,-1.00000
2.23104,40.17226,-1.00000
8.42936,91.57854,1.00000
6.65660,78.67204,1.00000
1.88126,96.08859,-1.00000
1.49385,48.25415,-1.00000
1.74552,54.21216,-1.00000
1.52675,44.65316,-1.00000
8.06728,97.92796,1.00000
4.36301,80.94222,1.00000
4.78867,78.87011,1.00000
4.82392,97.13934,1.00000
8.79563,89.35960,1.00000
2.32111,74.10309,-1.00000
1.43394,81.29704,-1.00000
3.45538,42.94647,-1.00000
5.82250,53.91871,-1.00000
8.84383,73.17641,1.00000
6.33644,52.94717,1.00000
2.66267,81.83777,-1.00000
5.76223,94.75257,1.00000
6.48083,97.57193,1.00000
7.93918,99.67168,1.00000
1.64027,85.66986,-1.00000
6.34730,32.65159,-1.00000
2.51322,49.60782,-1.00000
6.86282,81.41948,1.00000
4.19698,34.17956,-1.00000
6.40154,37.46548,-1.00000
7.60724,92.69611,1.00000
3.98222,75.61704,-1.00000
3.22973,48.30174,-1.00000
8.76436,81.57635,1.00000
8.48648,95.67624,1.00000
2.36827,49.05284,-1.00000
8.69895,95.71767,1.00000
1.17186,60.47844,-1.00000
2.39063,75.94419,-1.00000
2.23964,45.34247,-1.00000
8.52788,91.76348,1.00000
1.26672,34.24703,-1.00000
2.85559,54.55603,-1.00000
6.06124,80.03464,1.00000
2.97100,42.63919,-1.00000
5.42583,80.72327,1.00000
1.49894,73.06844,-1.00000
5.08722,55.66460,-1.00000
2.85258,45.08625,-1.00000
8.70701,36.28436,1.00000
6.82364,31.46005,-1.00000
6.05971,38.21832,-1.00000
7.25618,90.93286,1.00000
7.46601,41.67741,1.00000
2.02060,59.60426,-1.00000
5.23934,49.71820,-1.00000
6.31715,51.66213,1.00000
6.38321,30.81585,-1.00000
5.53587,48.27405,-1.00000
2.46424,38.87931,-1.00000
1.70467,36.48328,-1.00000
1.83486,98.54882,-1.00000
5.83915,77.15669,1.00000
2.30542,64.41675,-1.00000
5.09657,62.40099,-1.00000
1.21024,31.43246,-1.00000
5.54898,42.06741,-1.00000
2.35799,92.68363,-1.00000
3.16526,85.99273,-1.00000
8.93758,74.82019,1.00000
3.50958,47.52298,-1.00000
3.01556,86.84248,-1.00000
1.53273,74.29787,-1.00000
2.30275,36.79976,-1.00000
1.93187,32.12040,-1.00000
8.42752,91.75782,1.00000
1.45106,62.86580,-1.00000
2.02288,61.03494,-1.00000
2.93483,97.85869,1.00000
8.38856,80.16971,1.00000
8.83033,68.47119,1.00000
2.12919,83.80200,-1.00000
8.26860,96.22852,1.00000
4.73285,91.68505,1.00000
8.44756,47.91749,1.00000
5.22212,38.46261,-1.00000
6.08565,70.76410,1.00000
7.61912,86.73800,1.00000
1.14041,88.34809,-1.00000
5.58853,40.07056,-1.00000
5.15040,57.72726,-1.00000
6.59807,34.54426,-1.00000
7.68891,87.80102,1.00000
8.32228,67.06035,1.00000
4.73341,77.81835,1.00000
4.17854,81.16742,1.00000
6.71868,42.65877,1.00000
8.73380,76.34901,1.00000
1.11675,35.25349,-1.00000
8.29932,41.27236,1.00000
1.80458,93.63779,-1.00000
2.43817,36.99778,-1.00000
1.78188,31.84009,-1.00000
2.36411,77.24712,-1.00000
3.46820,54.20862,-1.00000
5.98873,93.10285,1.00000
4.78734,31.33432,-1.00000
2.08305,31.58206,-1.00000
8.35319,43.01217,1.00000
2.15498,34.96420,-1.00000
1.77639,56.59744,-1.00000
3.61830,57.95035,-1.00000
1.81630,76.17410,-1.00000
3.91273,67.53196,-1.00000
1.33223,42.86712,-1.00000
4.71205,74.78333,1.00000
5.39049,62.42704,1.00000
4.42433,86.61800,1.00000
4.55974,97.36610,1.00000
6.72985,66.13717,1.00000
8.17522,61.08353,1.00000
3.73727,33.51073,-1.00000
1.91940,44.83696,-1.00000
5.36328,70.80445,1.00000
1.06973,92.10298,-1.00000
5.00368,80.98447,1.00000
6.10012,74.89738,1.00000
6.59013,44.08945,-1.00000
4.81620,66.77946,-1.00000
5.59656,86.48779,1.00000
4.84232,92.79121,1.00000
8.09446,68.01515,1.00000
7.49405,59.06494,1.00000
2.06442,56.11897,-1.00000
4.88453,98.88196,1.00000
8.26426,93.52138,1.00000
5.31641,50.34371,-1.00000
8.77063,62.75995,1.00000
4.35549,47.76020,-1.00000
3.28561,86.56095,-1.00000
8.01627,53.92163,1.00000
7.65356,37.70169,1.00000
4.90195,59.67280,-1.00000
5.01165,82.19554,1.00000
7.54595,79.93076,1.00000
4.31693,42.37865,-1.00000
1.27263,34.33150,-1.00000
8.85799,43.06171,1.00000
3.93272,99.86904,1.00000
1.33180,63.40617,-1.00000
4.28458,89.99009,1.00000
4.15627,33.67610,-1.00000
6.43939,77.28836,1.00000
8.46469,99.98359,1.00000
7.71690,72.72279,1.00000
1.22825,35.71487,-1.00000
5.80090,73.86266,1.00000
2.52424,93.61390,-1.00000
1.69536,51.39202,-1.00000
7.24754,98.64680,1.00000
5.93472,62.92941,1.00000
3.97300,79.26063,1.00000
4.09415,88.22298,1.00000
2.08870,95.04732,-1.00000
5.82992,55.53813,1.00000
4.71128,60.95236,-1.00000
8.95991,43.01454,1.00000
4.49522,80.45820,1.00000
2.26202,53.65973,-1.00000
6.20063,72.56471,1.00000
7.52140,52.37041,1.00000
1.77259,74.57607,-1.00000
7.66802,45.16391,1.00000
2.21417,86.27558,-1.00000
6.29429,30.93441,-1.00000
1.31225,65.92322,-1.00000
5.21649,40.49882,-1.00000
1.33661,52.97414,-1.00000
4.16120,95.02441,1.00000
8.86808,70.74965,1.00000
2.71447,55.41660,-1.00000
1.75310,32.85602,-1.00000
2.36701,83.06900,-1.00000
4.93411,49.88282,-1.00000
3.57608,44.57609,-1.00000
4.71424,97.83135,1.00000
4.93289,84.72149,1.00000
5.78278,53.07672,-1.00000
8.53144,79.93171,1.00000
5.15852,84.43960,1.00000
1.00128,87.11690,-1.00000
4.44266,57.44391,-1.00000
4.22385,79.93643,1.00000
5.33075,81.54128,1.00000
4.59682,35.61109,-1.00000
2.55114,56.78422,-1.00000
1.01181,49.12532,-1.00000
1.50479,37.09239,-1.00000
3.62058,54.71606,-1.00000
3.13960,72.27143,-1.00000
5.48514,32.03366,-1.00000
4.83509,68.66766,1.00000
1.59713,55.79263,-1.00000
5.69906,71.01711,1.00000
5.56263,80.01883,1.00000
4.40170,36.39416,-1.00000
8.29822,54.57393,1.00000
8.22358,92.81831,1.00000
3.10895,78.07909,-1.00000
2.77106,95.81359,1.00000
8.33321,57.31153,1.00000
7.80339,35.53933,1.00000
2.63267,86.92160,-1.00000
7.19842,61.38243,1.00000
8.75027,30.29873,1.00000
4.30764,87.42753,1.00000
7.46244,67.40209,1.00000
8.21913,73.21229,1.00000
2.47421,37.83929,-1.00000
3.37945,96.87592,1.00000
4.88646,98.86823,1.00000
2.86809,99.16579,1.00000
3.35629,83.23718,-1.00000
1.03438,51.50379,-1.00000
2.58163,87.10971,-1.00000
7.20459,69.93066,1.00000
8.35975,49.46886,1.00000
7.67659,70.34021,1.00000
8.81909,88.18373,1.00000
5.15198,46.57578,-1.00000
3.31196,61.91000,-1.00000
7.99583,48.13767,1.00000
1.31579,31.57021,-1.00000
2.90415,77.88304,-1.00000
4.44452,62.10837,-1.00000
7.72861,92.83835,1.00000
7.77695,93.74216,1.00000
5.17901,74.46327,1.00000
7.96149,89.79025,1.00000
3.21099,43.42945,-1.00000
4.18373,37.61761,-1.00000
7.29629,76.60278,1.00000
7.12404,97.60505,1.00000
7.92413,84.10774,1.00000
1.20919,88.06912,-1.00000
2.84068,34.15177,-1.00000
1.17915,94.02025,-1.00000
5.13627,69.28440,1.00000
4.12473,85.38000,1.00000
5.40613,46.24480,-1.00000
1.38932,59.42782,-1.00000
4.30132,84.30695,1.00000
5.79355,37.12380,-1.00000
8.22446,96.16672,1.00000
1.31798,35.07161,-1.00000
7.56671,78.98550,1.00000
1.86808,68.54643,-1.00000
6.17597,53.95676,1.00000
6.26466,84.43286,1.00000
5.98310,50.82312,-1.00000
4.15849,89.26861,1.00000
2.80319,76.57011,-1.00000
8.10071,90.98489,1.00000
6.63686,61.45875,1.00000
1.76563,57.90292,-1.00000
3.85913,64.78911,-1.00000
3.00190,35.29844,-1.00000
2.42745,70.76176,-1.00000
2.07298,54.61484,-1.00000
6.71915,40.26721,-1.00000
2.89728,67.13049,-1.00000
4.82861,33.34052,-1.00000
8.83018,48.53617,1.00000
8.88612,50.42782,1.00000
6.25577,35.16119,-1.00000
8.01850,42.62620,1.00000
6.58387,65.46206,1.00000
3.71454,34.58232,-1.00000
1.61872,63.95316,-1.00000
3.38198,33.08863,-1.00000
3.57493,96.08966,1.00000
3.48431,64.69602,-1.00000
3.96305,77.32249,-1.00000
4.79112,79.55217,1.00000
8.30442,36.91279,1.00000
5.83917,48.02427,-1.00000
7.38729,64.31653,1.00000
4.37255,82.83412,1.00000
2.91042,90.50394,-1.00000
3.94588,80.52899,1.00000
3.01752,85.91915,-1.00000
7.99580,58.34489,1.00000
4.27959,67.88444,-1.00000
1.58444,88.97808,-1.00000
3.19916,50.02764,-1.00000
7.55109,36.27023,1.00000
4.03324,31.96423,-1.00000
6.66345,76.70534,1.00000
4.35754,34.94313,-1.00000
3.77780,85.05744,1.00000
2.10167,60.38326,-1.00000
3.23395,77.12862,-1.00000
7.55607,84.72949,1.00000
6.38253,98.22172,1.00000
6.34907,88.97483,1.00000
3.96146,68.63249,-1.00000
7.10873,66.16855,1.00000
2.07195,30.21409,-1.00000
8.40220,51.00659,1.00000
7.23054,85.01376,1.00000
8.39621,61.19626,1.00000
2.09315,59.34374,-1.00000
7.58898,74.92474,1.00000
2.70700,54.03291,-1.00000
8.40297,90.68254,1.00000
1.81846,84.59713,-1.00000
2.46226,64.98026,-1.00000
3.91170,91.33162,1.00000
5.63703,83.67377,1.00000
1.32333,91.08079,-1.00000
4.09713,99.32294,1.00000
7.45915,52.71018,1.00000
8.95816,64.20479,1.00000
2.95954,36.54116,-1.00000
8.74976,49.79910,1.00000
6.45134,86.92101,1.00000
8.53761,93.01774,1.00000
5.49013,63.06546,1.00000
2.10282,52.28793,-1.00000
2.21265,70.02781,-1.00000
6.60880,68.11902,1.00000
6.21063,95.76283,1.00000
3.20741,30.81675,-1.00000
4.97536,74.21896,1.00000
8.36033,74.14664,1.00000
2.98517,91.30177,-1.00000
8.95883,76.27001,1.00000
3.33709,78.19527,-1.00000
7.64813,54.58364,1.00000
7.00613,83.01739,1.00000
2.92622,33.01332,-1.00000
4.50440,47.21706,-1.00000
1.81830,32.10260,-1.00000
7.46282,78.80916,1.00000
1.63598,58.74701,-1.00000
4.81626,65.20456,-1.00000
7.34314,53.68753,1.00000
1.82016,63.33075,-1.00000
6.64354,32.92135,-1.00000
8.33636,49.30136,1.00000
5.02303,34.38622,-1.00000
6.87709,87.53896,1.00000
4.91264,58.69492,-1.00000
1.20277,44.71479,-1.00000
2.02774,89.88825,-1.00000
6.33889,43.60700,-1.00000
3.61426,43.91892,-1.00000
4.51042,46.30712,-1.00000
3.49261,70.97627,-1.00000
3.85576,76.94909,-1.00000
2.98312,77.53078,-1.00000
8.04133,65.55585,1.00000
7.34868,46.96672,1.00000
5.22631,95.37640,1.00000
6.59175,88.54255,1.00000
3.84631,83.80499,1.00000
1.83440,86.42094,-1.00000
4.02221,56.57038,-1.00000
7.48681,36.24836,1.00000
4.86938,79.45192,1.00000
2.34363,97.08224,-1.00000
3.37333,60.90870,-1.00000
2.59592,81.32436,-1.00000
5.30360,57.67308,-1.00000
8.00951,93.95592,1.00000
5.27099,45.60264,-1.00000
3.91377,92.17764,1.00000
6.50417,92.64732,1.00000
4.51507,35.97905,-1.00000
7.30193,42.25970,1.00000
7.25614,79.33811,1.00000
8.76007,90.01979,1.00000
8.13972,90.20982,1.00000
1.37333,48.87158,-1.00000
7.93899,99.51221,1.00000
4.44900,47.35860,-1.00000
3.36920,42.14687,-1.00000
7.39242,51.51093,1.00000
4.50641,38.33790,-1.00000
6.07164,74.56231,1.00000
3.16501,70.85960,-1.00000
6.44945,52.61986,1.00000
5.67492,63.03356,1.00000
5.78933,61.23279,1.00000
7.83159,54.68227,1.00000
4.05156,32.42768,-1.00000
4.30858,61.76940,-1.00000
7.56537,97.67409,1.00000
8.95848,98.31027,1.00000
6.37446,58.35745,1.00000
5.96276,45.38485,-1.00000
2.50802,84.02268,-1.00000
4.67379,41.37809,-1.00000
1.87228,68.33875,-1.00000
8.46990,56.75206,1.00000
8.52101,67.18381,1.00000
6.81589,65.25085,1.00000
1.02079,73.70236,-1.00000
4.35571,38.76913,-1.00000
6.71425,50.14581,1.00000
2.21599,82.64574,-1.00000
4.60550,33.64654,-1.00000
4.96403,95.65985,1.00000
8.64553,87.22141,1.00000
8.86232,49.95393,1.00000
8.99688,86.46362,1.00000
5.88434,74.00108,1.00000
6.58072,88.39056,1.00000
1.44477,55.52001,-1.00000
2.63491,94.25022,-1.00000
8.80213,44.25140,1.00000
3.66565,74.85693,-1.00000
7.66291,76.09567,1.00000
6.32865,66.52408,1.00000
2.75221,95.64522,1.00000
5.71897,30.43410,-1.00000
1.04258,75.90880,-1.00000
7.70563,52.72435,1.00000
1.86695,36.97885,-1.00000
1.83954,78.92445,-1.00000
6.82391,85.74128,1.00000
3.95986,73.24452,-1.00000
4.11284,89.73006,1.00000
7.11626,30.58057,-1.00000
7.38582,59.01516,1.00000
4.44393,81.58910,1.00000
7.57306,56.80466,1.00000
1.52199,52.39800,-1.00000
3.97265,91.66006,1.00000
5.83294,53.28302,-1.00000
4.24491,67.50042,-1.00000
8.92644,82.89723,1.00000
1.38720,99.32839,-1.00000
6.10575,87.64942,1.00000
6.23069,81.33579,1.00000
3.71136,57.57939,-1.00000
2.81634,94.40843,1.00000
3.50412,68.36388,-1.00000
5.53000,58.59717,1.00000
1.38168,37.55371,-1.00000
3.89790,88.98871,1.00000
6.57586,64.85800,1.00000
1.45058,65.61261,-1.00000
3.28447,74.75119,-1.00000
3.65759,31.65592,-1.00000
3.16995,47.63649,-1.00000
3.40444,65.52251,-1.00000
6.28247,68.97218,1.00000
4.32535,93.28667,1.00000
5.94836,62.72092,1.00000
8.16386,44.13191,1.00000
1.52473,81.01481,-1.00000
4.80972,46.30190,-1.00000
3.79304,45.24527,-1.00000
6.13590,64.33252,1.00000
7.41204,69.83307,1.00000
3.82310,49.51095,-1.00000
3.06130,30.93128,-1.00000
2.73492,94.46407,-1.00000
4.46180,93.83759,1.00000
3.63403,92.94610,1.00000
6.87495,81.34538,1.00000
3.29182,47.30250,-1.00000
8.82902,37.22064,1.00000
3.97507,34.55820,-1.00000
2.57383,93.81970,-1.00000
5.69042,39.58092,-1.00000
5.08946,40.72398,-1.00000
4.00137,77.37670,-1.00000
1.32854,69.31551,-1.00000
1.21914,81.20059,-1.00000
5.08280,62.41277,-1.00000
6.58508,93.77449,1.00000
5.62601,64.53951,1.00000
2.33081,83.50873,-1.00000
4.42010,81.54041,1.00000
8.75627,67.38391,1.00000
7.87547,57.52891,1.00000
5.57877,98.85180,1.00000
8.01792,56.44804,1.00000
8.84483,97.81054,1.00000
1.52269,80.50094,-1.00000
7.22260,34.39967,-1.00000
3.05226,65.30521,-1.00000
8.88153,69.27295,1.00000
7.93507,62.88486,1.00000
4.51067,79.71808,1.00000
2.14361,63.30898,-1.00000
4.54856,69.35806,-1.00000
7.11000,93.02096,1.00000
2.94381,43.09470,-1.00000
4.28559,58.61198,-1.00000
8.27250,62.81621,1.00000
4.66478,39.01602,-1.00000
7.55332,69.88663,1.00000
4.02396,59.35033,-1.00000
5.56126,49.00645,-1.00000
2.67612,82.04601,-1.00000
7.16375,99.78486,1.00000
4.31398,99.20368,1.00000
1.86686,32.30185,-1.00000
6.38865,55.88964,1.00000
8.35919,79.85599,1.00000
2.26706,35.94376,-1.00000
7.35637,88.82798,1.00000
5.73686,76.78677,1.00000
6.32941,81.57560,1.00000
4.45971,72.03566,-1.00000
3.89541,88.47232,1.00000
8.34321,98.52890,1.00000
4.71386,85.86146,1.00000
8.12471,68.00725,1.00000
3.13377,78.46214,-1.00000
3.48875,79.42036,-1.00000
2.43176,52.12208,-1.00000
6.61176,52.41656,1.00000
8.81618,40.75898,1.00000
5.19944,68.65261,1.00000
7.39419,73.67458,1.00000
7.93661,30.20736,1.00000
2.40221,36.94350,-1.00000
2.77805,44.45131,-1.00000
1.93765,91.47043,-1.00000
3.20190,74.73233,-1.00000
8.71697,38.63405,1.00000
8.95646,47.60442,1.00000
3.69538,46.41795,-1.00000
6.29744,82.76342,1.00000
2.09721,35.94731,-1.00000
3.87987,84.34611,1.00000
3.82792,51.78205,-1.00000
1.23475,45.22141,-1.00000
7.93188,93.34119,1.00000
8.25341,97.72555,1.00000
7.91724,76.32629,1.00000
8.33955,76.06783,1.00000
7.55781,98.83988,1.00000
5.22765,79.50618,1.00000
4.45752,85.57137,1.00000
5.56775,52.79144,-1.00000
8.66809,77.76173,1.00000
8.86719,71.77509,1.00000
5.13990,66.93935,1.00000
5.20522,91.89674,1.00000
1.76457,97.18971,-1.00000
8.50316,84.23431,1.00000
2.69415,50.14762,-1.00000
1.15900,55.17502,-1.00000
1.43916,97.04197,-1.00000
7.10855,42.71809,1.00000
2.09738,54.18891,-1.00000
1.43644,61.50375,-1.00000
4.43060,95.31794,1.00000
3.51270,41.37965,-1.00000
5.33674,68.86804,1.00000
5.02987,80.23363,1.00000
7.45356,94.63131,1.00000
4.62085,35.10401,-1.00000
5.43597,49.71662,-1.00000
2.82820,60.09143,-1.00000
1.77703,94.00062,-1.00000
4.29034,35.26805,-1.00000
6.78595,74.35008,1.00000
5.98468,41.27623,-1.00000
6.15704,80.32786,1.00000
2.50629,37.21228,-1.00000
5.15165,44.68432,-1.00000
4.40767,47.19864,-1.00000
5.65589,64.47949,1.00000
8.24668,58.35839,1.00000
4.26342,58.81202,-1.00000
1.47339,52.96403,-1.00000
7.63195,40.01988,1.00000
1.73485,95.28471,-1.00000
3.34473,90.81289,1.00000
7.40024,39.12386,1.00000
8.24420,60.24674,1.00000
5.70732,78.06774,1.00000
3.07541,84.76415,-1.00000
8.08445,92.60682,1.00000
6.03759,90.70963,1.00000
1.85558,68.77862,-1.00000
5.05996,41.25943,-1.00000
1.77295,64.79213,-1.00000
8.63669,34.83757,1.00000
1.26967,35.99023,-1.00000
8.88241,80.65114,1.00000
1.68063,74.71001,-1.00000
5.37337,75.28455,1.00000
5.42062,70.70255,1.00000
4.52112,52.40771,-1.00000
7.99238,30.82488,1.00000
7.86503,99.53791,1.00000
5.88614,31.58922,-1.00000
7.96579,54.65399,1.00000
8.39711,37.56369,1.00000
8.97341,50.08827,1.00000
7.45077,31.82987,-1.00000
8.13621,85.69625,1.00000
1.14634,58.83360,-1.00000
3.35320,77.88836,-1.00000
4.19313,34.76903,-1.00000
8.17463,35.98940,1.00000
2.76107,86.37976,-1.00000
6.35588,80.22201,1.00000
1.32383,88.34247,-1.00000
2.62424,39.17040,-1.00000
5.37128,73.14772,1.00000
2.05309,81.20751,-1.00000
1.83966,75.87783,-1.00000
3.45179,41.44798,-1.00000
3.46864,79.97876,-1.00000
2.80933,64.27431,-1.00000
8.67529,99.00612,1.00000
7.87446,85.43667,1.00000
7.17845,71.37760,1.00000
7.61935,58.12539,1.00000
1.94684,54.59811,-1.00000
1.58059,70.66196,-1.00000
1.96582,70.86818,-1.00000
3.38649,72.95451,-1.00000
8.59840,54.43295,1.00000
7.85497,58.62648,1.00000
4.82796,50.93631,-1.00000
4.22302,68.27803,-1.00000
6.77995,50.74956,1.00000
1.14833,90.76686,-1.00000
4.00755,77.90162,-1.00000
5.52670,44.06938,-1.00000
2.44347,96.30475,-1.00000
4.36904,86.85441,1.00000
1.15760,99.97142,-1.00000
8.59499,49.53877,1.00000
8.16712,86.76805,1.00000
3.63106,79.77249,-1.00000
2.10949,53.86353,-1.00000
3.70950,86.24562,1.00000
1.30430,52.84313,-1.00000
7.24878,31.54289,-1.00000
5.75480,45.34134,-1.00000
7.86849,55.47910,1.00000
6.45448,94.07362,1.00000
3.82676,49.49715,-1.00000
7.34087,54.63199,1.00000
4.86400,44.49789,-1.00000
1.25959,72.24370,-1.00000
7.34936,37.29350,1.00000
3.42093,91.32192,1.00000
7.24476,37.16609,1.00000
1.59624,58.20151,-1.00000
8.83597,84.06505,1.00000
4.14623,66.46313,-1.00000
6.71221,76.63402,1.00000
2.94660,40.82777,-1.00000
8.50088,88.16076,1.00000
5.81839,71.50351,1.00000
6.91878,89.03444,1.00000
5.74389,67.92445,1.00000
6.92541,74.41131,1.00000
8.69228,32.57145,1.00000
4.91874,90.60406,1.00000
7.43896,63.89973,1.00000
4.26576,74.58723,-1.00000
5.55742,33.29457,-1.00000
2.21450,56.70809,-1.00000
5.61896,46.71154,-1.00000
3.95801,91.21290,1.00000
4.72752,85.75411,1.00000
1.27373,40.47499,-1.00000
2.30708,71.06950,-1.00000
4.34646,49.52507,-1.00000
6.34853,72.77077,1.00000
7.56127,97.26268,1.00000
2.11447,71.31512,-1.00000
3.31211,48.64760,-1.00000
8.60818,38.60180,1.00000
3.82353,81.11474,1.00000
5.42340,98.65235,1.00000
